"country","founded","id","industry","linkedin_url","locality","name","region","size","website"
"","0","the-jackson-county-banner","newspapers","linkedin.com/company/the-jackson-county-banner","","the jackson county banner","","1-10","thebanner.com"
"united states","0","mountain-press","newspapers","linkedin.com/company/mountain-press","sevierville","mountain press","tennessee","11-50","themountainpress.com"
"germany","0","mediengruppe-oberfranken","newspapers","linkedin.com/company/mediengruppe-oberfranken","bamberg","mediengruppe oberfranken","bayern","1001-5000","mediengruppe-oberfranken.de"
"united states","0","the-mercury-freelance","newspapers","linkedin.com/company/the-mercury-freelance","","the mercury/freelance","pennsylvania","51-200","pottsmerc.com"
"united states","0","san-luis-news","newspapers","linkedin.com/company/san-luis-news","san luis obispo","san luis news","california","1-10",""
"","0","facteurh","newspapers","linkedin.com/company/facteurh","","facteur h","","1-10","facteurh.com"
"united states","0","cornell-daily-sun","newspapers","linkedin.com/company/cornell-daily-sun","","cornell daily sun","new york","51-200","cornellsun.com"
"united states","0","premio","newspapers","linkedin.com/company/premio","city of industry","prémio","california","11-50",""
"united states","0","the-business-monthly","newspapers","linkedin.com/company/the-business-monthly","","the business monthly","","1-10",""
"india","0","informalnewz","newspapers","linkedin.com/company/informalnewz","noida","informalnewz","uttar pradesh","51-200","informalnewz.com"
"united states","0","san-francisco-appeal","newspapers","linkedin.com/company/san-francisco-appeal","","san francisco appeal","california","11-50","sfappeal.com"
"new caledonia","0","plan-te-j","newspapers","linkedin.com/company/plan-te-j","","planète j","","1-10","auplat@canl.nc"
"united states","0","the-daily-orange","newspapers","linkedin.com/company/the-daily-orange","","the daily orange","new york","11-50","dailyorange.com"
"united states","0","south-georgia-printing-plant","newspapers","linkedin.com/company/south-georgia-printing-plant","valdosta","south georgia printing plant","georgia","1-10",""
"","0","pokharatoday-pvt.-ltd","newspapers","linkedin.com/company/pokharatoday-pvt.-ltd","","pokharatoday pvt. ltd","","1-10","pokharatoday.com"
"","0","nuggetnews","newspapers","linkedin.com/company/nuggetnews","","the nugget newspaper, llc","","1-10","nuggetnews.com"
"netherlands","0","ida-hylkema-tekstproducties","newspapers","linkedin.com/company/ida-hylkema-tekstproducties","","ida hylkema tekstproducties","","1-10","idahylkema.nl"
"united states","0","newberry-observer-the","newspapers","linkedin.com/company/newberry-observer-the","newberry","newberry observer the","south carolina","1-10","newberryobserver.com"
"germany","0","neue-stadt","newspapers","linkedin.com/company/neue-stadt","friedberg","neue stadt","bavaria","1-10","neuestadt.com"
"","0","jornal-s-o-paulo","newspapers","linkedin.com/company/jornal-s-o-paulo","","jornal é são paulo","","1-10","jornalesaopaulo.com.br"
"","0","fnps","newspapers","linkedin.com/company/fnps","","fnps","","1-10","forte.ie"
"united states","0","loyola-phoenix","newspapers","linkedin.com/company/loyola-phoenix","chicago","loyola phoenix","illinois","11-50","loyolaphoenix.com"
"united states","0","coalfield-progress","newspapers","linkedin.com/company/coalfield-progress","norton","coalfield progress","virginia","11-50","coalfield.com"
"united states","0","crescent-place-assisted-living","newspapers","linkedin.com/company/crescent-place-assisted-living","shelbyville","crescent place assisted living","kentucky","1-10","crescentplaceassistedliving.com"
"france","0","le-bien-public-sa","newspapers","linkedin.com/company/le-bien-public-sa","france","le bien public sa","aquitaine","51-200",""
"united states","0","the-signal-at-california-state-university-stanislaus","newspapers","linkedin.com/company/the-signal-at-california-state-university-stanislaus","turlock","the signal at california state university, stanislaus","california","1-10","csusignal.com"
"","0","atu-post---atlanta-truckers-united-post-llc","newspapers","linkedin.com/company/atu-post---atlanta-truckers-united-post-llc","","atu post - atlanta truckers united post llc","","1-10","atupost.com"
"united states","0","west-coast-news","newspapers","linkedin.com/company/west-coast-news","encino","west coast news","california","1-10","norcalnews.com"
"united states","0","seattle-chinese-post-inc","newspapers","linkedin.com/company/seattle-chinese-post-inc","seattle","seattle chinese post inc","washington","11-50","seattlechinesepost.com"
"united states","0","jrw-sales-inc","newspapers","linkedin.com/company/jrw-sales-inc","anderson","jrw sales inc","south carolina","1-10",""
"united kingdom","0","the-hub-newspaper","newspapers","linkedin.com/company/the-hub-newspaper","","the hub newspaper","","1-10","thehubpaper.com"
"","0","lambtonshield.com","newspapers","linkedin.com/company/lambtonshield.com","","lambtonshield.com","","1-10","lambtonshield.com"
"spain","0","roswell-daily-record","newspapers","linkedin.com/company/roswell-daily-record","","roswell daily record","madrid","51-200","roswell-record.com"
"united states","0","furia-musical","newspapers","linkedin.com/company/furia-musical","salinas","furia musical","california","1-10",""
"united states","0","southernnewspaperpublishers","newspapers","linkedin.com/company/southernnewspaperpublishers","atlanta","southern newspaper publishers association","georgia","1-10","snpa.org"
"","0","east-lothian-courier","newspapers","linkedin.com/company/east-lothian-courier","","east lothian courier","","1-10","eastlothiancourier.com"
"","0","umagazine","newspapers","linkedin.com/company/umagazine","","umagazine","","1-10","umagazine.net"
"","0","impresiones-newgate","newspapers","linkedin.com/company/impresiones-newgate","","impresiones newgate","","1-10","greenlightarchitecture.com"
"","0","meridian-communications","newspapers","linkedin.com/company/meridian-communications","","meridian communications","","1-10","meridiancommunications.it"
"","0","la-voz-hispana-of-new-york","newspapers","linkedin.com/company/la-voz-hispana-of-new-york","","la voz hispana de new york","","51-200","lavozhispanany.com"
"united states","0","the-weekly-newspapers","newspapers","linkedin.com/company/the-weekly-newspapers","key west","the weekly newspapers","florida","1-10","keysweekly.com"
"","0","the-palms-west-neighborhood-news","newspapers","linkedin.com/company/the-palms-west-neighborhood-news","","the palms west neighborhood news","","1-10","wellingtonneighborhoodnews.com"
"","0","electionnetwork","newspapers","linkedin.com/company/electionnetwork","","the election network","","1-10","theelectionnetwork.com"
"france","0","editions-bgm","newspapers","linkedin.com/company/editions-bgm","charenton-le-pont","editions bgm","ile-de-france","11-50","editionsbgm.fr"
"","0","grupo-ferre-rangel","newspapers","linkedin.com/company/grupo-ferre-rangel","","grupo ferre rangel","","1-10","greymatterthinking.com"
"china","0","shanghai-lion-parkson-investment-consultant-co-ltd-","newspapers","linkedin.com/company/shanghai-lion-parkson-investment-consultant-co-ltd-","beijing","shanghai lion parkson investment consultant co ltd.","beijing","1-10",""
"russia","0","prime-tass_2","newspapers","linkedin.com/company/prime-tass_2","","prime-tass","","51-200",""
"united states","0","c-t-painting","newspapers","linkedin.com/company/c-t-painting","bloomingdale","c t painting","illinois","1-10","ctpaintingcontractors.com"
"united states","0","verona-press-inc","newspapers","linkedin.com/company/verona-press-inc","richmond","verona press inc","virginia","1-10","connectverona.com"
"united kingdom","0","newsquest-oxfordshire-&-wiltshire-limited","newspapers","linkedin.com/company/newsquest-oxfordshire-&-wiltshire-limited","high wycombe","newsquest (oxfordshire & wiltshire) limited","buckinghamshire","1-10",""
"united states","0","the-montgomery-news","newspapers","linkedin.com/company/the-montgomery-news","skillman","the montgomery news","new jersey","1-10","themontynews.org"
"united states","0","the-jewish-home-la-llc","newspapers","linkedin.com/company/the-jewish-home-la-llc","los angeles","the jewish home la, llc","california","1-10","jewishhomela.com"
"united states","0","cheboygan-daily-tribune","newspapers","linkedin.com/company/cheboygan-daily-tribune","cheboygan","cheboygan daily tribune","michigan","11-50","cheboygannews.com"
"france","0","scriptarium","newspapers","linkedin.com/company/scriptarium","","scriptarium","","1-10","scriptarium.fr"
"united states","0","kttr-radio","newspapers","linkedin.com/company/kttr-radio","rolla","kttr radio","missouri","1-10","resultsradioonline.com"
"united states","0","shore-publishing","newspapers","linkedin.com/company/shore-publishing","","shore publishing","","11-50","zip06.com"
"","0","the-hullfire","newspapers","linkedin.com/company/the-hullfire","","the hullfire","","201-500",""
"serbia","0","npss","newspapers","linkedin.com/company/npss","","npss","","1-10","npss.rs"
"united states","0","prairie-mountain-publishing","newspapers","linkedin.com/company/prairie-mountain-publishing","boulder","prairie mountain media","colorado","201-500","prairiemountainmedia.com"
"united states","0","the-news-star","newspapers","linkedin.com/company/the-news-star","monroe","the news star","louisiana","11-50","thenewsstar.com"
"","0","emirates-today","newspapers","linkedin.com/company/emirates-today","","emirates today","","201-500",""
"","0","bang-magazine","newspapers","linkedin.com/company/bang-magazine","","bang! magazine","","51-200","bangbkk.com"
"united states","0","the-bridge-weekly-llc","newspapers","linkedin.com/company/the-bridge-weekly-llc","woodsville","the bridge weekly, llc","new hampshire","11-50","thebridgeweekly.com"
"germany","0","schwarzwald-lesezirkel","newspapers","linkedin.com/company/schwarzwald-lesezirkel","","schwarzwald lesezirkel","","1-10","schwarzwaldlesezirkel.de"
"philippines","0","memo","newspapers","linkedin.com/company/memo","manila","memo","manila","11-50",""
"mexico","0","agencia-informativa-de-la-izquierda-mexicana-s-a-de-c-v-","newspapers","linkedin.com/company/agencia-informativa-de-la-izquierda-mexicana-s-a-de-c-v-","","agencia informativa de la izquierda mexicana s.a. de c.v.","","1-10","izq.mx"
"malta","0","mediatoday-co-ltd","newspapers","linkedin.com/company/mediatoday-co-ltd","san gwann","mediatoday co ltd","","1-10","maroctirage.com"
"mexico","0","reforma","newspapers","linkedin.com/company/reforma","","reforma","","1001-5000",""
"united states","0","texas-catholic-newspaper","newspapers","linkedin.com/company/texas-catholic-newspaper","dallas","texas catholic newspaper","texas","11-50","texascatholic.com"
"france","0","medialex","newspapers","linkedin.com/company/medialex","","medialex","","11-50","medialex.fr"
"united kingdom","0","pulse-uk-newspaper-limited","newspapers","linkedin.com/company/pulse-uk-newspaper-limited","london","pulse uk newspaper limited","greater london","1-10",""
"norway","0","dagens-it","newspapers","linkedin.com/company/dagens-it","","dagens it","","501-1000",""
"","0","página-siete","newspapers","linkedin.com/company/página-siete","","página siete","","51-200","paginasiete.bo"
"","0","خبرگزاری-ایاگنا","newspapers","linkedin.com/company/خبرگزاری-ایاگنا","","خبرگزاری کشاورزی ایاگنا","","11-50","iagna.ir"
"united states","0","the-herald-press","newspapers","linkedin.com/company/the-herald-press","huntington","the herald-press","indiana","1-10","h-ponline.com"
"united kingdom","0","interpress-ni-ltd","newspapers","linkedin.com/company/interpress-ni-ltd","belfast","interpress (ni) ltd","belfast","1-10",""
"brazil","0","aver-editora","newspapers","linkedin.com/company/aver-editora","","aver editora","","11-50","avereditora.com.br"
"france","0","groupe-le-journal-de-l-automobile","newspapers","linkedin.com/company/groupe-le-journal-de-l-automobile","france","groupe le journal de l'automobile","aquitaine","11-50",""
"united states","0","clewiston-news","newspapers","linkedin.com/company/clewiston-news","clewiston","clewiston news","florida","1-10",""
"united states","0","timelox-inc","newspapers","linkedin.com/company/timelox-inc","richardson","timelox inc","texas","11-50","timelox.com"
"","0","dawn-group-of-newspapers","newspapers","linkedin.com/company/dawn-group-of-newspapers","","dawn group of newspapers","","201-500","dawn.com"
"united kingdom","0","the-jewish-weekly-limited","newspapers","linkedin.com/company/the-jewish-weekly-limited","london","the jewish weekly limited","greater london","1-10",""
"brazil","0","rádio-sorriso","newspapers","linkedin.com/company/rádio-sorriso","","rádio sorriso","","1-10","radiosorriso.com.br"
"united kingdom","0","the-people_3","newspapers","linkedin.com/company/the-people_3","","the people","","51-200","people.co.uk"
"united states","0","anthony-ramirez","newspapers","linkedin.com/company/anthony-ramirez","san antonio","anthony ramirez","texas","1-10",""
"france","0","investir","newspapers","linkedin.com/company/investir","","investir","","51-200",""
"","0","puno-deportes","newspapers","linkedin.com/company/puno-deportes","","puno deportes","","1-10","punodeportes.com"
"united kingdom","0","r-l-spencer-limited","newspapers","linkedin.com/company/r-l-spencer-limited","cheshire","r l spencer limited","cheshire","1-10",""
"united states","0","gold-nugget-publications","newspapers","linkedin.com/company/gold-nugget-publications","virden","gold nugget publications","illinois","1-10","gnnews.net"
"","0","auriga_2","newspapers","linkedin.com/company/auriga_2","","auriga","","1-10","auriga.cat"
"united states","0","national-weekly-newspaper","newspapers","linkedin.com/company/national-weekly-newspaper","mission","national weekly newspaper","kansas","11-50","nationalweeklynewspaper.com"
"united states","0","up-action-news","newspapers","linkedin.com/company/up-action-news","escanaba","up action news","michigan","1-10",""
"united states","0","huntingburg-press","newspapers","linkedin.com/company/huntingburg-press","huntingburg","huntingburg press","indiana","1-10","huntingburgchamberofcommerce.org"
"","0","bozinbeeld","newspapers","linkedin.com/company/bozinbeeld","","bozinbeeld","","1-10","bozinbeeld.nl"
"united states","0","burke-county-tribune","newspapers","linkedin.com/company/burke-county-tribune","bowbells","burke county tribune","north dakota","1-10","cndnews.com"
"united states","0","wet-mountain-tribune","newspapers","linkedin.com/company/wet-mountain-tribune","westcliffe","wet mountain tribune","colorado","1-10","wetmountaintribune.com"
"united states","0","monroe-times","newspapers","linkedin.com/company/monroe-times","monroe","monroe times","wisconsin","11-50","themonroetimes.com"
"netherlands","0","nederlandse-nieuwsblad-pers-dutch-association-of-editors-of-local-newspapers","newspapers","linkedin.com/company/nederlandse-nieuwsblad-pers-dutch-association-of-editors-of-local-newspapers","","nederlandse nieuwsblad pers/dutch association of editors of local newspapers","","1-10",""
"france","0","publications-elysees-societe-cooperative-ouvriere-de-production","newspapers","linkedin.com/company/publications-elysees-societe-cooperative-ouvriere-de-production","paris","publications elysees societe cooperative ouvriere de production","ile-de-france","1-10",""
"united kingdom","0","mid-devon-gazette-series","newspapers","linkedin.com/company/mid-devon-gazette-series","","mid devon gazette series","","1-10","thisismiddevon.co.uk"
"united states","0","sun-coast-media-group","newspapers","linkedin.com/company/sun-coast-media-group","","sun coast media group","","201-500","yoursun.com"
"sweden","0","tidningen-hemv-rnet","newspapers","linkedin.com/company/tidningen-hemv-rnet","","tidningen hemvärnet","","1-10","tidningenhemvarnet.se"
"united states","0","north-area-news","newspapers","linkedin.com/company/north-area-news","carmichael","north area news","california","11-50",""
"france","0","france-antilles-guadeloupe","newspapers","linkedin.com/company/france-antilles-guadeloupe","","france antilles guadeloupe","","1-10",""
"united states","0","napoleon-homestead","newspapers","linkedin.com/company/napoleon-homestead","napoleon","napoleon homestead","north dakota","1-10","centraldakotanews.com"
"united states","0","mabuhay-news","newspapers","linkedin.com/company/mabuhay-news","national city","mabuhay news","california","1-10",""
"nicaragua","0","la-estrella-de-nicaragua-newspaper","newspapers","linkedin.com/company/la-estrella-de-nicaragua-newspaper","","la estrella de nicaragua newspaper","","1-10","estrelladenicaragua.net"
"","0","craftsanity.com","newspapers","linkedin.com/company/craftsanity.com","","craftsanity.com","","1-10",""
"argentina","0","periodico-el-tabano-","newspapers","linkedin.com/company/periodico-el-tabano-","","periodico ""el tabano""","","1-10","elyerard.blogspot.com"
"united states","0","steel-country","newspapers","linkedin.com/company/steel-country","hesperia","steel country","california","1-10","steelcountryband.com"
"","0","gazeta-wroclawska","newspapers","linkedin.com/company/gazeta-wroclawska","","gazeta wrocławska","","201-500","gazetawroclawska.pl"
"united states","0","the-daily-cougar","newspapers","linkedin.com/company/the-daily-cougar","san angelo","the daily cougar","texas","1-10","thedailycougar.com"
"sweden","0","kårsordet","newspapers","linkedin.com/company/kårsordet","","kårsordet","jönköping","11-50","karsordet.se"
"united states","0","kanabec-publications","newspapers","linkedin.com/company/kanabec-publications","mora","kanabec publications","minnesota","11-50","moraminn.com"
"united states","0","sjr-publishing-co.-inc.","newspapers","linkedin.com/company/sjr-publishing-co.-inc.","west monroe","sjr publishing co., inc.","louisiana","1-10","ouachitacitizen.com"
"","0","بوابة-الحدث","newspapers","linkedin.com/company/بوابة-الحدث","","بوابة الحدث","","1-10","el7dath.com"
"netherlands","0","waterstone's-booksellers-amsterdam-b.v.","newspapers","linkedin.com/company/waterstone's-booksellers-amsterdam-b.v.","amsterdam","waterstone's booksellers amsterdam b.v.","noord-holland","11-50",""
"","0","revista-metro-quadrado","newspapers","linkedin.com/company/revista-metro-quadrado","","revista metro quadrado","","1-10","revistam2.com.br"
"united states","0","chippewa-herald","newspapers","linkedin.com/company/chippewa-herald","chippewa falls","chippewa herald","wisconsin","11-50","chippewa.com"
"jordan","0","jordan-united-press-company","newspapers","linkedin.com/company/jordan-united-press-company","","jordan united press company","amman","1-10",""
"united states","0","austin-daily-herald","newspapers","linkedin.com/company/austin-daily-herald","austin","austin daily herald","minnesota","11-50","austindailyherald.com"
"united states","0","marinscope-papers","newspapers","linkedin.com/company/marinscope-papers","","marinscope papers","california","11-50",""
"united states","0","pataskala-post","newspapers","linkedin.com/company/pataskala-post","pataskala","pataskala post","ohio","1-10",""
"","0","dziennik-bałtycki","newspapers","linkedin.com/company/dziennik-bałtycki","","dziennik bałtycki","","51-200","dziennikbaltycki.pl"
"united kingdom","0","ulster-gazette","newspapers","linkedin.com/company/ulster-gazette","armagh","ulster gazette","armagh city banbridge and craigavon","1-10","ulstergazette.co.uk"
"united states","0","hi-neighbor-pennysaver","newspapers","linkedin.com/company/hi-neighbor-pennysaver","","hi, neighbor pennysaver","new york","1-10","hineighbor.net"
"","0","prabhat-group-of-newspapers","newspapers","linkedin.com/company/prabhat-group-of-newspapers","","prabhat group of newspapers","","11-50",""
"united states","0","pike-county-dispatch-inc","newspapers","linkedin.com/company/pike-county-dispatch-inc","milford","pike county dispatch inc","pennsylvania","11-50",""
"united states","0","the-inter-mountain","newspapers","linkedin.com/company/the-inter-mountain","","the inter-mountain","","1-10","theintermountain.com"
"united states","0","mexico-ledger","newspapers","linkedin.com/company/mexico-ledger","mexico","mexico ledger","missouri","1-10","mexicoledger.com"
"","0","revista-volare","newspapers","linkedin.com/company/revista-volare","","revista volare","","1-10","revistavolare.com.br"
"france","0","groupe-t-l-gramme","newspapers","linkedin.com/company/groupe-t-l-gramme","rennes","groupe télégramme","bretagne","501-1000","groupe-telegramme.com"
"united kingdom","0","parikiaki-limited","newspapers","linkedin.com/company/parikiaki-limited","london","parikiaki limited","greater london","1-10",""
"united states","0","northwest-arkansas-democrat-gazette","newspapers","linkedin.com/company/northwest-arkansas-democrat-gazette","fayetteville","northwest arkansas democrat-gazette","arkansas","201-500","nwadg.com"
"czechia","0","mice-central-&-eastern-europe","newspapers","linkedin.com/company/mice-central-&-eastern-europe","","mice central & eastern europe","","1-10","mice-cee.com"
"united states","0","the-southington-citizen","newspapers","linkedin.com/company/the-southington-citizen","meriden","the southington citizen","connecticut","1-10",""
"denmark","0","berlingske-bladsalg-og-service","newspapers","linkedin.com/company/berlingske-bladsalg-og-service","","berlingske bladsalg og service","","201-500",""
"united states","0","major-media","newspapers","linkedin.com/company/major-media","","major media","","1-10",""
"united kingdom","0","overseas-study-solutions-limited","newspapers","linkedin.com/company/overseas-study-solutions-limited","hounslow","overseas study solutions limited","greater london","1-10",""
"germany","0","business-on.de","newspapers","linkedin.com/company/business-on.de","","business-on.de","","1-10","koeln-bonn.business-on.de"
"united states","0","greensburg-daily-news","newspapers","linkedin.com/company/greensburg-daily-news","greensburg","greensburg daily news","indiana","11-50","greensburgdailynews.com"
"united states","0","nursing-minnesota-board-of","newspapers","linkedin.com/company/nursing-minnesota-board-of","saint paul","nursing minnesota board of","minnesota","1-10",""
"united states","0","hebbronville-view-inc","newspapers","linkedin.com/company/hebbronville-view-inc","hebbronville","hebbronville view inc","texas","1-10",""
"united kingdom","0","print-my-paper","newspapers","linkedin.com/company/print-my-paper","","print my paper","","1-10","printmypaper.co.uk"
"united states","0","kentucky-new-era","newspapers","linkedin.com/company/kentucky-new-era","","kentucky new era","","51-200",""
"united states","0","coeur-d'alene-press","newspapers","linkedin.com/company/coeur-d'alene-press","","coeur d'alene press","","51-200","cdapress.com"
"united states","0","the-appalachian","newspapers","linkedin.com/company/the-appalachian","","the appalachian","north carolina","11-50","theappalachianonline.com"
"united kingdom","0","newsquest-sussex-limited","newspapers","linkedin.com/company/newsquest-sussex-limited","high wycombe","newsquest (sussex) limited","buckinghamshire","1-10",""
"austria","0","seitenblicke-magazin","newspapers","linkedin.com/company/seitenblicke-magazin","","seitenblicke magazin","","1-10","seitenblicke.at"
"","0","4-de-40-ediciones","newspapers","linkedin.com/company/4-de-40-ediciones","","4 de 40 ediciones","","1-10",""
"","0","bureau-de-presse-isabelle-roque","newspapers","linkedin.com/company/bureau-de-presse-isabelle-roque","","bureau de presse isabelle roque","","1-10","blomcom.nl"
"united states","0","fort-bragg-advocate-news","newspapers","linkedin.com/company/fort-bragg-advocate-news","fort bragg","fort bragg advocate news","california","11-50","mendocinobeacon.com"
"united states","0","sweetwater-reporter","newspapers","linkedin.com/company/sweetwater-reporter","sweetwater","sweetwater reporter","texas","11-50","sweetwaterreporter.com"
"united states","0","rewire-news-group","newspapers","linkedin.com/company/rewire-news-group","bethesda","rewire news group","maryland","11-50","rewirenewsgroup.com"
"italy","0","gruppo-corriere-s.r.l.","newspapers","linkedin.com/company/gruppo-corriere-s.r.l.","perugia","gruppo corriere s.r.l.","umbria","51-200",""
"united states","0","west-plains-daily-quill","newspapers","linkedin.com/company/west-plains-daily-quill","west plains","west plains daily quill","missouri","11-50","westplainsdailyquill.net"
"estonia","0","jagaran24","newspapers","linkedin.com/company/jagaran24","puru","daily jagaran : দৈনিক জাগরণ","ida-virumaa","201-500","dailyjagaran.com"
"","0","ici-londres-magazine","newspapers","linkedin.com/company/ici-londres-magazine","","ici londres magazine","","1-10",""
"united states","0","booth-newspapers_2","newspapers","linkedin.com/company/booth-newspapers_2","","booth newspapers","michigan","501-1000",""
"france","0","turf-editions","newspapers","linkedin.com/company/turf-editions","aix-en-provence","turf editions","provence-alpes-cote d'azur","11-50","tierce-magazine.com"
"united states","0","press-telegram","newspapers","linkedin.com/company/press-telegram","","press-telegram","","10001+",""
"philippines","0","davao-catholic-herald","newspapers","linkedin.com/company/davao-catholic-herald","davao city","davao catholic herald","davao","11-50","davaocatholicherald.com"
"united states","0","chicago-headline-club-spj","newspapers","linkedin.com/company/chicago-headline-club-spj","evanston","chicago headline club, spj","illinois","1-10","headlineclub.org"
"france","0","essentiel-santé-magazine","newspapers","linkedin.com/company/essentiel-santé-magazine","paris","essentiel santé magazine","ile-de-france","1-10","essentiel-sante-magazine.fr"
"norway","0","lillehammer-magasinet-as","newspapers","linkedin.com/company/lillehammer-magasinet-as","","lillehammer magasinet as","","1-10","lillehammermagasinet.no"
"united states","0","nashville-news","newspapers","linkedin.com/company/nashville-news","nashville","nashville news","illinois","11-50",""
"france","0","terra-darwin","newspapers","linkedin.com/company/terra-darwin","castelnau-le-lez","terra darwin","hérault","1-10","terradarwin.com"
"","0","graziella-giannini","newspapers","linkedin.com/company/graziella-giannini","","graziella giannini","","1-10","graziellagiannini.blogspot.com"
"australia","0","seahaven-village","newspapers","linkedin.com/company/seahaven-village","connewarre","seahaven village","victoria","1-10","seahavenvillage.com.au"
"","0","s-a-o-norte---diarios-associados","newspapers","linkedin.com/company/s-a-o-norte---diarios-associados","","s/a o norte - diarios associados","","1-10","jornalonorte.com.br"
"japan","0","japan-national-press-club","newspapers","linkedin.com/company/japan-national-press-club","","japan national press club","","1001-5000","jnpc.or.jp"
"","0","irish-daily-mail","newspapers","linkedin.com/company/irish-daily-mail","","irish daily mail","","1-10","iwasin.fr"
"","0","ncj-media","newspapers","linkedin.com/company/ncj-media","","ncj media","","1-10","nuspace.ca"
"russia","0","nezavisimaya-gazeta","newspapers","linkedin.com/company/nezavisimaya-gazeta","moscow","nezavisimaya gazeta","moscow","11-50","ng.ru"
"japan","0","the-shinano-mainichi-shimbun-inc-","newspapers","linkedin.com/company/the-shinano-mainichi-shimbun-inc-","nagano","the shinano mainichi shimbun inc.","nagano","11-50","shinmai.co.jp"
"united states","0","south-coast-restoration","newspapers","linkedin.com/company/south-coast-restoration","laguna hills","south coast restoration","california","1-10","southcoastrestoration.com"
"united states","0","acheiusa-newspaper","newspapers","linkedin.com/company/acheiusa-newspaper","","acheiusa newspaper","","1-10","acheiusa.com"
"united states","0","shore-local-newsmagazine","newspapers","linkedin.com/company/shore-local-newsmagazine","","shore local newsmagazine","new jersey","1-10","shorelocalnews.com"
"united states","0","rockland-county-times","newspapers","linkedin.com/company/rockland-county-times","","rockland county times","new york","1-10","rocklandcountytimes.com"
"","0","mra-printed-media","newspapers","linkedin.com/company/mra-printed-media","","mra printed media","","1-10","mra.co.id"
"united states","0","wintersexpress","newspapers","linkedin.com/company/wintersexpress","winters","winters express","california","11-50","wintersexpress.com"
"united states","0","the-county-journal-wmod","newspapers","linkedin.com/company/the-county-journal-wmod","","the county journal/wmod","","1-10","hardemancountyjournal.com"
"united kingdom","0","flourish-publications-scotland-limited","newspapers","linkedin.com/company/flourish-publications-scotland-limited","glasgow","flourish publications (scotland) limited","glasgow city","1-10",""
"united states","0","atmore-advance","newspapers","linkedin.com/company/atmore-advance","atmore","atmore advance","alabama","1-10","atmoreadvance.com"
"united kingdom","0","the-congleton-chronicle","newspapers","linkedin.com/company/the-congleton-chronicle","congleton","the congleton chronicle","cheshire east","1-10","chronicleseries.co.uk"
"united states","0","pendleton-times","newspapers","linkedin.com/company/pendleton-times","pendleton","pendleton times","indiana","1-10","pendletontimespost.com"
"united states","0","pickens-county-progress","newspapers","linkedin.com/company/pickens-county-progress","jasper","pickens county progress","georgia","11-50","pickensprogress.com"
"united states","0","canarsie-courier","newspapers","linkedin.com/company/canarsie-courier","brooklyn","canarsie courier","new york","11-50","canarsiecourier.com"
"brazil","0","odiaonline","newspapers","linkedin.com/company/odiaonline","rio de janeiro","jornal o dia","rio de janeiro","501-1000","odia.com.br"
"united kingdom","0","brig-newspaper","newspapers","linkedin.com/company/brig-newspaper","","brig newspaper","","11-50",""
"australia","0","my-village-news","newspapers","linkedin.com/company/my-village-news","brisbane","my village news","queensland","1-10","myvillagenews.com.au"
"","0","chestertown-spy","newspapers","linkedin.com/company/chestertown-spy","","chestertown spy","","1-10",""
"netherlands","0","dagblad-van-het-noorden","newspapers","linkedin.com/company/dagblad-van-het-noorden","","dagblad van het noorden","groningen","51-200","dvhn.nl"
"united states","0","monroe-county-sports-hall-of-fame","newspapers","linkedin.com/company/monroe-county-sports-hall-of-fame","bloomington","monroe county sports hall of fame","indiana","1-10","mcshof.com"
"","0","metro-business-media","newspapers","linkedin.com/company/metro-business-media","","metro business media","","1-10","metrobusinessmedia.com"
"united states","0","fort-wayne-newspaper","newspapers","linkedin.com/company/fort-wayne-newspaper","fort wayne","fort wayne newspaper","indiana","1-10",""
"united states","0","richland-beacon-news","newspapers","linkedin.com/company/richland-beacon-news","rayville","richland beacon news","louisiana","1-10","richlandtoday.com"
"haiti","0","haiti24net","newspapers","linkedin.com/company/haiti24net","","haiti24","","201-500","haiti24.net"
"united states","0","wrangell-sentinel","newspapers","linkedin.com/company/wrangell-sentinel","wrangell","wrangell sentinel","alaska","1-10","wrangellsentinel.com"
"united states","0","forward-times","newspapers","linkedin.com/company/forward-times","houston","forward times","texas","11-50","forwardtimesonline.com"
"","0","soutelshaabnews","newspapers","linkedin.com/company/soutelshaabnews","","جريدة صوت الشعب","","11-50","soutelshaab.com"
"","0","vietnam-fashion-news","newspapers","linkedin.com/company/vietnam-fashion-news","","vietnam fashion news","","1-10","vifash.vn"
"united states","0","shelton-mason-county-journal","newspapers","linkedin.com/company/shelton-mason-county-journal","shelton","shelton-mason county journal","washington","11-50","masoncounty.com"
"united states","0","emmetsburg-publishing-co","newspapers","linkedin.com/company/emmetsburg-publishing-co","emmetsburg","emmetsburg publishing co","iowa","1-10","emmetsburgnews.com"
"switzerland","0","lambercy.org","newspapers","linkedin.com/company/lambercy.org","","lambercy.org","","1-10","lambercy.org"
"italy","0","edipi","newspapers","linkedin.com/company/edipi","","edipi","","11-50","edipi.eu"
"australia","0","quirindi-advocate","newspapers","linkedin.com/company/quirindi-advocate","","quirindi advocate","","1-10","quirindiadvocate.com.au"
"netherlands","0","signproeurope","newspapers","linkedin.com/company/signproeurope","eindhoven","signpro europe","noord-brabant","1-10","signpro-europe.com"
"sweden","0","poloniainfo","newspapers","linkedin.com/company/poloniainfo","","poloniainfo","","1-10","poloniainfo.se"
